order_id,customer_id,order_date,channel,revenue,quantity,region
O00941,C0301,2025-08-27,Organic Search,179.45,2,West
O00942,C0318,2025-08-27,Organic Search,96.20,1,Northeast
O00943,C0015,2025-08-27,Organic Search,249.75,3,South
O00944,C0045,2025-08-27,Paid Search,209.52,2,West
O00945,C0075,2025-08-27,Direct,262.08,3,South
O00946,C0092,2025-08-27,Direct,151.20,2,Midwest
O00947,C0122,2025-08-27,Referral,192.06,2,Northeast
O00948,C0152,2025-08-27,Email,361.92,3,Midwest
O00949,C0117,2025-08-28,Organic Search,83.25,1,West
O00950,C0134,2025-08-28,Organic Search,269.18,3,Northeast
O00951,C0151,2025-08-28,Organic Search,192.40,2,South
O00952,C0181,2025-08-28,Paid Search,97.20,1,West
O00953,C0211,2025-08-28,Direct,162.96,2,South
O00954,C0228,2025-08-28,Direct,87.36,1,Midwest
O00955,C0258,2025-08-28,Referral,89.10,1,Northeast
O00956,C0288,2025-08-28,Email,225.04,2,Midwest
O00957,C0253,2025-08-29,Organic Search,288.60,3,West
O00958,C0270,2025-08-29,Organic Search,166.50,2,Northeast
O00959,C0287,2025-08-29,Organic Search,89.72,1,South
O00960,C0317,2025-08-29,Paid Search,336.96,3,West
O00961,C0027,2025-08-29,Direct,75.60,1,South
O00962,C0044,2025-08-29,Direct,244.44,3,Midwest
O00963,C0074,2025-08-29,Referral,308.88,3,Northeast
O00964,C0104,2025-08-29,Email,104.40,1,Midwest
O00965,C0069,2025-08-30,Organic Search,179.45,2,West
O00966,C0086,2025-08-30,Organic Search,96.20,1,Northeast
O00967,C0103,2025-08-30,Organic Search,249.75,3,South
O00968,C0133,2025-08-30,Paid Search,209.52,2,West
O00969,C0163,2025-08-30,Direct,262.08,3,South
O00970,C0180,2025-08-30,Direct,151.20,2,Midwest
O00971,C0210,2025-08-30,Referral,192.06,2,Northeast
O00972,C0240,2025-08-30,Email,361.92,3,Midwest
O00973,C0205,2025-08-31,Organic Search,83.25,1,West
O00974,C0222,2025-08-31,Organic Search,269.18,3,Northeast
O00975,C0239,2025-08-31,Organic Search,192.40,2,South
O00976,C0269,2025-08-31,Paid Search,97.20,1,West
O00977,C0299,2025-08-31,Direct,162.96,2,South
O00978,C0316,2025-08-31,Direct,87.36,1,Midwest
O00979,C0026,2025-08-31,Referral,89.10,1,Northeast
O00980,C0056,2025-08-31,Email,225.04,2,Midwest
O00981,C0021,2025-09-01,Organic Search,288.60,3,West
O00982,C0038,2025-09-01,Organic Search,166.50,2,Northeast
O00983,C0055,2025-09-01,Organic Search,89.72,1,South
O00984,C0085,2025-09-01,Paid Search,336.96,3,West
O00985,C0102,2025-09-01,Paid Search,194.40,2,Northeast
O00986,C0119,2025-09-01,Paid Search,104.76,1,South
O00987,C0149,2025-09-01,Direct,262.08,3,West
O00988,C0166,2025-09-01,Direct,151.20,2,Northeast
O00989,C0196,2025-09-01,Referral,192.06,2,Midwest
O00990,C0226,2025-09-01,Email,361.92,3,Northeast
O00991,C0256,2025-09-01,Organic Social,68.40,1,Midwest
O00992,C0273,2025-09-01,Organic Social,221.16,3,West
O00993,C0225,2025-09-02,Organic Search,288.60,3,West
O00994,C0242,2025-09-02,Organic Search,166.50,2,Northeast
O00995,C0259,2025-09-02,Organic Search,89.72,1,South
O00996,C0289,2025-09-02,Paid Search,336.96,3,West
O00997,C0306,2025-09-02,Paid Search,194.40,2,Northeast
O00998,C0003,2025-09-02,Paid Search,104.76,1,South
O00999,C0033,2025-09-02,Direct,262.08,3,West
O01000,C0050,2025-09-02,Direct,151.20,2,Northeast
O01001,C0080,2025-09-02,Referral,192.06,2,Midwest
O01002,C0110,2025-09-02,Email,361.92,3,Northeast
O01003,C0140,2025-09-02,Organic Social,68.40,1,Midwest
O01004,C0157,2025-09-02,Organic Social,221.16,3,West
O01005,C0109,2025-09-03,Organic Search,288.60,3,West
O01006,C0126,2025-09-03,Organic Search,166.50,2,Northeast
O01007,C0143,2025-09-03,Organic Search,89.72,1,South
O01008,C0173,2025-09-03,Paid Search,336.96,3,West
O01009,C0190,2025-09-03,Paid Search,194.40,2,Northeast
O01010,C0207,2025-09-03,Paid Search,104.76,1,South
O01011,C0237,2025-09-03,Direct,262.08,3,West
O01012,C0254,2025-09-03,Direct,151.20,2,Northeast
O01013,C0284,2025-09-03,Referral,192.06,2,Midwest
O01014,C0314,2025-09-03,Email,361.92,3,Northeast
O01015,C0024,2025-09-03,Organic Social,68.40,1,Midwest
O01016,C0041,2025-09-03,Organic Social,221.16,3,West
O01017,C0313,2025-09-04,Organic Search,288.60,3,West
O01018,C0010,2025-09-04,Organic Search,166.50,2,Northeast
O01019,C0027,2025-09-04,Organic Search,89.72,1,South
O01020,C0057,2025-09-04,Paid Search,336.96,3,West
O01021,C0074,2025-09-04,Paid Search,194.40,2,Northeast
O01022,C0091,2025-09-04,Paid Search,104.76,1,South
O01023,C0121,2025-09-04,Direct,262.08,3,West
O01024,C0138,2025-09-04,Direct,151.20,2,Northeast
O01025,C0168,2025-09-04,Referral,192.06,2,Midwest
O01026,C0198,2025-09-04,Email,361.92,3,Northeast
O01027,C0228,2025-09-04,Organic Social,68.40,1,Midwest
O01028,C0245,2025-09-04,Organic Social,221.16,3,West
O01029,C0197,2025-09-05,Organic Search,288.60,3,West
O01030,C0214,2025-09-05,Organic Search,166.50,2,Northeast
O01031,C0231,2025-09-05,Organic Search,89.72,1,South
O01032,C0261,2025-09-05,Paid Search,336.96,3,West
O01033,C0278,2025-09-05,Paid Search,194.40,2,Northeast
O01034,C0295,2025-09-05,Paid Search,104.76,1,South
O01035,C0005,2025-09-05,Direct,262.08,3,West
O01036,C0022,2025-09-05,Direct,151.20,2,Northeast
O01037,C0052,2025-09-05,Referral,192.06,2,Midwest
O01038,C0082,2025-09-05,Email,361.92,3,Northeast
O01039,C0112,2025-09-05,Organic Social,68.40,1,Midwest
O01040,C0129,2025-09-05,Organic Social,221.16,3,West
O01041,C0081,2025-09-06,Organic Search,288.60,3,West
O01042,C0098,2025-09-06,Organic Search,166.50,2,Northeast
O01043,C0115,2025-09-06,Organic Search,89.72,1,South
O01044,C0145,2025-09-06,Paid Search,336.96,3,West
O01045,C0162,2025-09-06,Paid Search,194.40,2,Northeast
O01046,C0179,2025-09-06,Paid Search,104.76,1,South
O01047,C0209,2025-09-06,Direct,262.08,3,West
O01048,C0226,2025-09-06,Direct,151.20,2,Northeast
O01049,C0256,2025-09-06,Referral,192.06,2,Midwest
O01050,C0286,2025-09-06,Email,361.92,3,Northeast
O01051,C0316,2025-09-06,Organic Social,68.40,1,Midwest
O01052,C0013,2025-09-06,Organic Social,221.16,3,West
O01053,C0285,2025-09-07,Organic Search,288.60,3,West
O01054,C0302,2025-09-07,Organic Search,166.50,2,Northeast
O01055,C0319,2025-09-07,Organic Search,89.72,1,South
O01056,C0029,2025-09-07,Paid Search,336.96,3,West
O01057,C0046,2025-09-07,Paid Search,194.40,2,Northeast
O01058,C0063,2025-09-07,Paid Search,104.76,1,South
O01059,C0093,2025-09-07,Direct,262.08,3,West
O01060,C0110,2025-09-07,Direct,151.20,2,Northeast
O01061,C0140,2025-09-07,Referral,192.06,2,Midwest
O01062,C0170,2025-09-07,Email,361.92,3,Northeast
O01063,C0200,2025-09-07,Organic Social,68.40,1,Midwest
O01064,C0217,2025-09-07,Organic Social,221.16,3,West
O01065,C0169,2025-09-08,Organic Search,288.60,3,West
O01066,C0186,2025-09-08,Organic Search,166.50,2,Northeast
O01067,C0203,2025-09-08,Organic Search,89.72,1,South
O01068,C0233,2025-09-08,Paid Search,336.96,3,West
O01069,C0250,2025-09-08,Paid Search,194.40,2,Northeast
O01070,C0267,2025-09-08,Paid Search,104.76,1,South
O01071,C0297,2025-09-08,Direct,262.08,3,West
O01072,C0314,2025-09-08,Direct,151.20,2,Northeast
O01073,C0024,2025-09-08,Referral,192.06,2,Midwest
O01074,C0054,2025-09-08,Email,361.92,3,Northeast
O01075,C0084,2025-09-08,Organic Social,68.40,1,Midwest
O01076,C0101,2025-09-08,Organic Social,221.16,3,West
O01077,C0053,2025-09-09,Organic Search,288.60,3,West
O01078,C0070,2025-09-09,Organic Search,166.50,2,Northeast
O01079,C0087,2025-09-09,Organic Search,89.72,1,South
O01080,C0117,2025-09-09,Paid Search,336.96,3,West
O01081,C0134,2025-09-09,Paid Search,194.40,2,Northeast
O01082,C0151,2025-09-09,Paid Search,104.76,1,South
O01083,C0181,2025-09-09,Direct,262.08,3,West
O01084,C0198,2025-09-09,Direct,151.20,2,Northeast
O01085,C0228,2025-09-09,Referral,192.06,2,Midwest
O01086,C0258,2025-09-09,Email,361.92,3,Northeast
O01087,C0288,2025-09-09,Organic Social,68.40,1,Midwest
O01088,C0305,2025-09-09,Organic Social,221.16,3,West
O01089,C0257,2025-09-10,Organic Search,288.60,3,West
O01090,C0274,2025-09-10,Organic Search,166.50,2,Northeast
O01091,C0291,2025-09-10,Organic Search,89.72,1,South
O01092,C0001,2025-09-10,Paid Search,336.96,3,West
O01093,C0018,2025-09-10,Paid Search,194.40,2,Northeast
O01094,C0035,2025-09-10,Paid Search,104.76,1,South
O01095,C0065,2025-09-10,Direct,262.08,3,West
O01096,C0082,2025-09-10,Direct,151.20,2,Northeast
O01097,C0112,2025-09-10,Referral,192.06,2,Midwest
O01098,C0142,2025-09-10,Email,361.92,3,Northeast
O01099,C0172,2025-09-10,Organic Social,68.40,1,Midwest
O01100,C0189,2025-09-10,Organic Social,221.16,3,West
O01101,C0141,2025-09-11,Organic Search,288.60,3,West
O01102,C0158,2025-09-11,Organic Search,166.50,2,Northeast
O01103,C0175,2025-09-11,Organic Search,89.72,1,South
O01104,C0205,2025-09-11,Paid Search,336.96,3,West
O01105,C0222,2025-09-11,Paid Search,194.40,2,Northeast
O01106,C0239,2025-09-11,Paid Search,104.76,1,South
O01107,C0269,2025-09-11,Direct,262.08,3,West
O01108,C0286,2025-09-11,Direct,151.20,2,Northeast
O01109,C0316,2025-09-11,Referral,192.06,2,Midwest
O01110,C0026,2025-09-11,Email,361.92,3,Northeast
O01111,C0056,2025-09-11,Organic Social,68.40,1,Midwest
O01112,C0073,2025-09-11,Organic Social,221.16,3,West
O01113,C0025,2025-09-12,Organic Search,288.60,3,West
O01114,C0042,2025-09-12,Organic Search,166.50,2,Northeast
O01115,C0059,2025-09-12,Organic Search,89.72,1,South
O01116,C0089,2025-09-12,Paid Search,336.96,3,West
O01117,C0106,2025-09-12,Paid Search,194.40,2,Northeast
O01118,C0123,2025-09-12,Paid Search,104.76,1,South
O01119,C0153,2025-09-12,Direct,262.08,3,West
O01120,C0170,2025-09-12,Direct,151.20,2,Northeast
O01121,C0200,2025-09-12,Referral,192.06,2,Midwest
O01122,C0230,2025-09-12,Email,361.92,3,Northeast
O01123,C0260,2025-09-12,Organic Social,68.40,1,Midwest
O01124,C0277,2025-09-12,Organic Social,221.16,3,West
O01125,C0229,2025-09-13,Organic Search,288.60,3,West
O01126,C0246,2025-09-13,Organic Search,166.50,2,Northeast
O01127,C0263,2025-09-13,Organic Search,89.72,1,South
O01128,C0293,2025-09-13,Paid Search,336.96,3,West
O01129,C0310,2025-09-13,Paid Search,194.40,2,Northeast
O01130,C0007,2025-09-13,Paid Search,104.76,1,South
O01131,C0037,2025-09-13,Direct,262.08,3,West
O01132,C0054,2025-09-13,Direct,151.20,2,Northeast
O01133,C0084,2025-09-13,Referral,192.06,2,Midwest
O01134,C0114,2025-09-13,Email,361.92,3,Northeast
O01135,C0144,2025-09-13,Organic Social,68.40,1,Midwest
O01136,C0161,2025-09-13,Organic Social,221.16,3,West
O01137,C0113,2025-09-14,Organic Search,288.60,3,West
O01138,C0130,2025-09-14,Organic Search,166.50,2,Northeast
O01139,C0147,2025-09-14,Organic Search,89.72,1,South
O01140,C0177,2025-09-14,Paid Search,336.96,3,West
O01141,C0194,2025-09-14,Paid Search,194.40,2,Northeast
O01142,C0211,2025-09-14,Paid Search,104.76,1,South
O01143,C0241,2025-09-14,Direct,262.08,3,West
O01144,C0258,2025-09-14,Direct,151.20,2,Northeast
O01145,C0288,2025-09-14,Referral,192.06,2,Midwest
O01146,C0318,2025-09-14,Email,361.92,3,Northeast
O01147,C0028,2025-09-14,Organic Social,68.40,1,Midwest
O01148,C0045,2025-09-14,Organic Social,221.16,3,West
O01149,C0317,2025-09-15,Organic Search,288.60,3,West
O01150,C0014,2025-09-15,Organic Search,166.50,2,Northeast
O01151,C0031,2025-09-15,Organic Search,89.72,1,South
O01152,C0061,2025-09-15,Paid Search,336.96,3,West
O01153,C0078,2025-09-15,Paid Search,194.40,2,Northeast
O01154,C0095,2025-09-15,Paid Search,104.76,1,South
O01155,C0125,2025-09-15,Direct,262.08,3,West
O01156,C0142,2025-09-15,Direct,151.20,2,Northeast
O01157,C0172,2025-09-15,Referral,192.06,2,Midwest
O01158,C0202,2025-09-15,Email,361.92,3,Northeast
O01159,C0232,2025-09-15,Organic Social,68.40,1,Midwest
O01160,C0249,2025-09-15,Organic Social,221.16,3,West
O01161,C0201,2025-09-16,Organic Search,288.60,3,West
O01162,C0218,2025-09-16,Organic Search,166.50,2,Northeast
O01163,C0235,2025-09-16,Organic Search,89.72,1,South
O01164,C0265,2025-09-16,Paid Search,336.96,3,West
O01165,C0282,2025-09-16,Paid Search,194.40,2,Northeast
O01166,C0299,2025-09-16,Paid Search,104.76,1,South
O01167,C0009,2025-09-16,Direct,262.08,3,West
O01168,C0026,2025-09-16,Direct,151.20,2,Northeast
O01169,C0056,2025-09-16,Referral,192.06,2,Midwest
O01170,C0086,2025-09-16,Email,361.92,3,Northeast
O01171,C0116,2025-09-16,Organic Social,68.40,1,Midwest
O01172,C0133,2025-09-16,Organic Social,221.16,3,West
O01173,C0085,2025-09-17,Organic Search,288.60,3,West
O01174,C0102,2025-09-17,Organic Search,166.50,2,Northeast
O01175,C0119,2025-09-17,Organic Search,89.72,1,South
O01176,C0149,2025-09-17,Paid Search,336.96,3,West
O01177,C0166,2025-09-17,Paid Search,194.40,2,Northeast
O01178,C0183,2025-09-17,Paid Search,104.76,1,South
O01179,C0213,2025-09-17,Direct,262.08,3,West
O01180,C0230,2025-09-17,Direct,151.20,2,Northeast
O01181,C0260,2025-09-17,Referral,192.06,2,Midwest
O01182,C0290,2025-09-17,Email,361.92,3,Northeast
O01183,C0320,2025-09-17,Organic Social,68.40,1,Midwest
O01184,C0017,2025-09-17,Organic Social,221.16,3,West
O01185,C0289,2025-09-18,Organic Search,288.60,3,West
O01186,C0306,2025-09-18,Organic Search,166.50,2,Northeast
O01187,C0003,2025-09-18,Organic Search,89.72,1,South
O01188,C0033,2025-09-18,Paid Search,336.96,3,West
O01189,C0050,2025-09-18,Paid Search,194.40,2,Northeast
O01190,C0067,2025-09-18,Paid Search,104.76,1,South
O01191,C0097,2025-09-18,Direct,262.08,3,West
O01192,C0114,2025-09-18,Direct,151.20,2,Northeast
O01193,C0144,2025-09-18,Referral,192.06,2,Midwest
O01194,C0174,2025-09-18,Email,361.92,3,Northeast
O01195,C0204,2025-09-18,Organic Social,68.40,1,Midwest
O01196,C0221,2025-09-18,Organic Social,221.16,3,West
O01197,C0173,2025-09-19,Organic Search,288.60,3,West
O01198,C0190,2025-09-19,Organic Search,166.50,2,Northeast
O01199,C0207,2025-09-19,Organic Search,89.72,1,South
O01200,C0237,2025-09-19,Paid Search,336.96,3,West
O01201,C0254,2025-09-19,Paid Search,194.40,2,Northeast
O01202,C0271,2025-09-19,Paid Search,104.76,1,South
O01203,C0301,2025-09-19,Direct,262.08,3,West
O01204,C0318,2025-09-19,Direct,151.20,2,Northeast
O01205,C0028,2025-09-19,Referral,192.06,2,Midwest
O01206,C0058,2025-09-19,Email,361.92,3,Northeast
O01207,C0088,2025-09-19,Organic Social,68.40,1,Midwest
O01208,C0105,2025-09-19,Organic Social,221.16,3,West
O01209,C0057,2025-09-20,Organic Search,288.60,3,West
O01210,C0074,2025-09-20,Organic Search,166.50,2,Northeast
O01211,C0091,2025-09-20,Organic Search,89.72,1,South
O01212,C0121,2025-09-20,Paid Search,336.96,3,West
O01213,C0138,2025-09-20,Paid Search,194.40,2,Northeast
O01214,C0155,2025-09-20,Paid Search,104.76,1,South
O01215,C0185,2025-09-20,Direct,262.08,3,West
O01216,C0202,2025-09-20,Direct,151.20,2,Northeast
O01217,C0232,2025-09-20,Referral,192.06,2,Midwest
O01218,C0262,2025-09-20,Email,361.92,3,Northeast
O01219,C0292,2025-09-20,Organic Social,68.40,1,Midwest
O01220,C0309,2025-09-20,Organic Social,221.16,3,West
O01221,C0261,2025-09-21,Organic Search,288.60,3,West
O01222,C0278,2025-09-21,Organic Search,166.50,2,Northeast
O01223,C0295,2025-09-21,Organic Search,89.72,1,South
O01224,C0005,2025-09-21,Paid Search,336.96,3,West
O01225,C0022,2025-09-21,Paid Search,194.40,2,Northeast
O01226,C0039,2025-09-21,Paid Search,104.76,1,South
O01227,C0069,2025-09-21,Direct,262.08,3,West
O01228,C0086,2025-09-21,Direct,151.20,2,Northeast
O01229,C0116,2025-09-21,Referral,192.06,2,Midwest
O01230,C0146,2025-09-21,Email,361.92,3,Northeast
O01231,C0176,2025-09-21,Organic Social,68.40,1,Midwest
O01232,C0193,2025-09-21,Organic Social,221.16,3,West
O01233,C0145,2025-09-22,Organic Search,288.60,3,West
O01234,C0162,2025-09-22,Organic Search,166.50,2,Northeast
O01235,C0179,2025-09-22,Organic Search,89.72,1,South
O01236,C0209,2025-09-22,Paid Search,336.96,3,West
O01237,C0226,2025-09-22,Paid Search,194.40,2,Northeast
O01238,C0243,2025-09-22,Paid Search,104.76,1,South
O01239,C0273,2025-09-22,Direct,262.08,3,West
O01240,C0290,2025-09-22,Direct,151.20,2,Northeast
O01241,C0320,2025-09-22,Referral,192.06,2,Midwest
O01242,C0030,2025-09-22,Email,361.92,3,Northeast
O01243,C0060,2025-09-22,Organic Social,68.40,1,Midwest
O01244,C0077,2025-09-22,Organic Social,221.16,3,West
O01245,C0029,2025-09-23,Organic Search,288.60,3,West
O01246,C0046,2025-09-23,Organic Search,166.50,2,Northeast
O01247,C0063,2025-09-23,Organic Search,89.72,1,South
O01248,C0093,2025-09-23,Paid Search,336.96,3,West
O01249,C0110,2025-09-23,Paid Search,194.40,2,Northeast
O01250,C0127,2025-09-23,Paid Search,104.76,1,South
O01251,C0157,2025-09-23,Direct,262.08,3,West
O01252,C0174,2025-09-23,Direct,151.20,2,Northeast
O01253,C0204,2025-09-23,Referral,192.06,2,Midwest
O01254,C0234,2025-09-23,Email,361.92,3,Northeast
O01255,C0264,2025-09-23,Organic Social,68.40,1,Midwest
O01256,C0281,2025-09-23,Organic Social,221.16,3,West
O01257,C0233,2025-09-24,Organic Search,288.60,3,West
O01258,C0250,2025-09-24,Organic Search,166.50,2,Northeast
O01259,C0267,2025-09-24,Organic Search,89.72,1,South
O01260,C0297,2025-09-24,Paid Search,336.96,3,West
O01261,C0314,2025-09-24,Paid Search,194.40,2,Northeast
O01262,C0011,2025-09-24,Paid Search,104.76,1,South
O01263,C0041,2025-09-24,Direct,262.08,3,West
O01264,C0058,2025-09-24,Direct,151.20,2,Northeast
O01265,C0088,2025-09-24,Referral,192.06,2,Midwest
O01266,C0118,2025-09-24,Email,361.92,3,Northeast
O01267,C0148,2025-09-24,Organic Social,68.40,1,Midwest
O01268,C0165,2025-09-24,Organic Social,221.16,3,West
O01269,C0117,2025-09-25,Organic Search,288.60,3,West
O01270,C0134,2025-09-25,Organic Search,166.50,2,Northeast
O01271,C0151,2025-09-25,Organic Search,89.72,1,South
O01272,C0181,2025-09-25,Paid Search,336.96,3,West
O01273,C0198,2025-09-25,Paid Search,194.40,2,Northeast
O01274,C0215,2025-09-25,Paid Search,104.76,1,South
O01275,C0245,2025-09-25,Direct,262.08,3,West
O01276,C0262,2025-09-25,Direct,151.20,2,Northeast
O01277,C0292,2025-09-25,Referral,192.06,2,Midwest
O01278,C0002,2025-09-25,Email,361.92,3,Northeast
O01279,C0032,2025-09-25,Organic Social,68.40,1,Midwest
O01280,C0049,2025-09-25,Organic Social,221.16,3,West
O01281,C0001,2025-09-26,Organic Search,288.60,3,West
O01282,C0018,2025-09-26,Organic Search,166.50,2,Northeast
O01283,C0035,2025-09-26,Organic Search,89.72,1,South
O01284,C0065,2025-09-26,Paid Search,336.96,3,West
O01285,C0082,2025-09-26,Paid Search,194.40,2,Northeast
O01286,C0099,2025-09-26,Paid Search,104.76,1,South
O01287,C0129,2025-09-26,Direct,262.08,3,West
O01288,C0146,2025-09-26,Direct,151.20,2,Northeast
O01289,C0176,2025-09-26,Referral,192.06,2,Midwest
O01290,C0206,2025-09-26,Email,361.92,3,Northeast
O01291,C0236,2025-09-26,Organic Social,68.40,1,Midwest
O01292,C0253,2025-09-26,Organic Social,221.16,3,West
O01293,C0205,2025-09-27,Organic Search,288.60,3,West
O01294,C0222,2025-09-27,Organic Search,166.50,2,Northeast
O01295,C0239,2025-09-27,Organic Search,89.72,1,South
O01296,C0269,2025-09-27,Paid Search,336.96,3,West
O01297,C0286,2025-09-27,Paid Search,194.40,2,Northeast
O01298,C0303,2025-09-27,Paid Search,104.76,1,South
O01299,C0013,2025-09-27,Direct,262.08,3,West
O01300,C0030,2025-09-27,Direct,151.20,2,Northeast
O01301,C0060,2025-09-27,Referral,192.06,2,Midwest
O01302,C0090,2025-09-27,Email,361.92,3,Northeast
O01303,C0120,2025-09-27,Organic Social,68.40,1,Midwest
O01304,C0137,2025-09-27,Organic Social,221.16,3,West
O01305,C0089,2025-09-28,Organic Search,288.60,3,West
O01306,C0106,2025-09-28,Organic Search,166.50,2,Northeast
O01307,C0123,2025-09-28,Organic Search,89.72,1,South
O01308,C0153,2025-09-28,Paid Search,336.96,3,West
O01309,C0170,2025-09-28,Paid Search,194.40,2,Northeast
O01310,C0187,2025-09-28,Paid Search,104.76,1,South
O01311,C0217,2025-09-28,Direct,262.08,3,West
O01312,C0234,2025-09-28,Direct,151.20,2,Northeast
O01313,C0264,2025-09-28,Referral,192.06,2,Midwest
O01314,C0294,2025-09-28,Email,361.92,3,Northeast
O01315,C0004,2025-09-28,Organic Social,68.40,1,Midwest
O01316,C0021,2025-09-28,Organic Social,221.16,3,West
O01317,C0293,2025-09-29,Organic Search,288.60,3,West
O01318,C0310,2025-09-29,Organic Search,166.50,2,Northeast
O01319,C0007,2025-09-29,Organic Search,89.72,1,South
O01320,C0037,2025-09-29,Paid Search,336.96,3,West
O01321,C0054,2025-09-29,Paid Search,194.40,2,Northeast
O01322,C0071,2025-09-29,Paid Search,104.76,1,South
O01323,C0101,2025-09-29,Direct,262.08,3,West
O01324,C0118,2025-09-29,Direct,151.20,2,Northeast
O01325,C0148,2025-09-29,Referral,192.06,2,Midwest
O01326,C0178,2025-09-29,Email,361.92,3,Northeast
O01327,C0208,2025-09-29,Organic Social,68.40,1,Midwest
O01328,C0225,2025-09-29,Organic Social,221.16,3,West
O01329,C0177,2025-09-30,Organic Search,288.60,3,West
O01330,C0194,2025-09-30,Organic Search,166.50,2,Northeast
O01331,C0211,2025-09-30,Organic Search,89.72,1,South
O01332,C0241,2025-09-30,Paid Search,336.96,3,West
O01333,C0258,2025-09-30,Paid Search,194.40,2,Northeast
O01334,C0275,2025-09-30,Paid Search,104.76,1,South
O01335,C0305,2025-09-30,Direct,262.08,3,West
O01336,C0002,2025-09-30,Direct,151.20,2,Northeast
O01337,C0032,2025-09-30,Referral,192.06,2,Midwest
O01338,C0062,2025-09-30,Email,361.92,3,Northeast
O01339,C0092,2025-09-30,Organic Social,68.40,1,Midwest
O01340,C0109,2025-09-30,Organic Social,221.16,3,West
